time local_spike_counter 
0.02913188934326172 1019.0 
0.10684657096862793 59.0 
0.13846254348754883 5479.0 
0.8350386619567871 14845.0 
3.59966778755188 2.0 
3.6577913761138916 0.0 
3.7227859497070312 0.0 
3.788050413131714 0.0 
3.8470656871795654 3029.0 
4.656120538711548 27601.0 
11.588922262191772 49.0 
11.669645547866821 0.0 
11.725804328918457 0.0 
11.784881591796875 0.0 
11.855436563491821 0.0 
11.917457818984985 3977.0 
13.110485553741455 37432.0 
23.33084988594055 4.0 
23.384837865829468 0.0 
23.439607620239258 0.0 
23.491695880889893 0.0 
23.54428267478943 0.0 
23.59744143486023 0.0 
23.66253638267517 26355.0 
31.059175729751587 16605.0 
36.03051280975342 0.0 
36.07839870452881 0.0 
36.14950346946716 0.0 
36.211753845214844 0.0 
36.27501177787781 0.0 
36.343814849853516 54.0 
36.41854929924011 39704.0 
46.72957897186279 1683.0 
47.090293169021606 0.0 
47.13328433036804 0.0 
47.17380738258362 0.0 
47.2153742313385 0.0 
47.25704860687256 0.0 
47.30403733253479 5510.0 
48.67379117012024 35961.0 
57.673954248428345 0.0 
57.70715141296387 0.0 
57.74442386627197 0.0 
57.78191781044006 0.0 
57.819387435913086 0.0 
57.85785913467407 1.0 
57.898576498031616 27894.0 
65.3176839351654 15488.0 
69.0546224117279 0.0 
69.0957715511322 0.0 
69.13599753379822 0.0 
69.17814111709595 0.0 
69.22114753723145 0.0 
69.267813205719 23.0 
69.32024335861206 40248.0 
79.50706052780151 3033.0 
80.151615858078 0.0 
80.19793510437012 0.0 
80.24233531951904 0.0 
80.28598070144653 0.0 
80.32607674598694 0.0 
80.37614679336548 1074.0 
80.73908114433289 41996.0 
91.49025821685791 140.0 
91.54743838310242 0.0 
91.58767223358154 0.0 
91.62756872177124 0.0 
91.66392803192139 0.0 
91.70162177085876 0.0 
91.74333071708679 15018.0 
95.62449979782104 27910.0 
102.66122961044312 0.0 
102.7018814086914 0.0 
102.74382853507996 0.0 
102.78453183174133 0.0 
102.82659196853638 0.0 
102.86747932434082 0.0 
102.91401410102844 34054.0 
111.43932795524597 9134.0 
113.55088996887207 0.0 
113.59045648574829 0.0 
113.63142132759094 0.0 
113.67527627944946 0.0 
113.71396827697754 0.0 
113.75361442565918 422.0 
113.88899040222168 40881.0 
124.34620928764343 223.0 
124.41800713539124 0.0 
124.45804381370544 0.0 
124.49806213378906 0.0 
124.53641676902771 0.0 
124.57824969291687 0.0 
124.61920738220215 12938.0 
127.81080770492554 30645.0 
135.50730443000793 0.0 
135.54511284828186 0.0 
135.5827317237854 0.0 
135.6216094493866 0.0 
135.6642942428589 0.0 
135.70680379867554 0.0 
0.04557681083679199 29507.0 
7.765897989273071 14301.0 
11.177189826965332 0.0 
11.216270685195923 0.0 
11.253988265991211 0.0 
11.293310642242432 0.0 
11.333500385284424 0.0 
11.376030445098877 26.0 
11.429498434066772 38464.0 
20.874378442764282 2580.0 
21.494525909423828 0.0 
21.539635181427002 0.0 
21.58782196044922 0.0 
21.631097316741943 0.0 
21.67456316947937 0.0 
21.725661516189575 3628.0 
22.700003147125244 38091.0 
32.82877588272095 7.0 
32.87175178527832 0.0 
32.910619258880615 0.0 
32.95053720474243 0.0 
32.995208501815796 0.0 
33.03946137428284 0.0 
33.08492588996887 26301.0 
40.335750341415405 18354.0 
44.98618745803833 0.0 
45.01997685432434 0.0 
45.05751132965088 0.0 
45.0956757068634 0.0 
45.134450912475586 0.0 
45.17261004447937 12.0 
45.219542264938354 38918.0 
55.79856252670288 4706.0 
56.91131401062012 0.0 
56.9542498588562 0.0 
56.995922327041626 0.0 
57.03855323791504 0.0 
57.08316373825073 0.0 
57.12694525718689 529.0 
57.30374050140381 42631.0 
68.75068068504333 295.0 
68.8412139415741 0.0 
68.88034248352051 0.0 
68.91904807090759 0.0 
68.95807123184204 0.0 
68.99861741065979 0.0 
69.04009437561035 6775.0 
70.83624029159546 36458.0 
80.59439492225647 0.0 
80.62451457977295 0.0 
80.65483212471008 0.0 
80.68750405311584 0.0 
80.7198441028595 0.0 
80.75554370880127 0.0 
80.79158997535706 24513.0 
87.33878374099731 17696.0 
91.80005836486816 0.0 
91.83969759941101 0.0 
91.87959384918213 0.0 
91.92318606376648 0.0 
91.96022820472717 0.0 
92.00286078453064 136.0 
92.07774591445923 40941.0 
102.47471976280212 696.0 
102.62384581565857 0.0 
102.66286420822144 0.0 
102.70620512962341 0.0 
102.74789619445801 0.0 
102.79007983207703 0.0 
102.83312225341797 5065.0 
104.08782911300659 38509.0 
113.46794486045837 4.0 
113.50462794303894 0.0 
113.54048824310303 0.0 
113.57600355148315 0.0 
113.61221289634705 0.0 
113.65061402320862 0.0 
113.69623064994812 18938.0 
118.44008278846741 23680.0 
123.87569284439087 0.0 
123.90935802459717 0.0 
123.94672012329102 0.0 
123.98564314842224 0.0 
124.0245532989502 0.0 
124.06229877471924 19.0 
124.11122560501099 38461.0 
133.62827157974243 3415.0 
134.36444187164307 0.0 
134.4084894657135 0.0 
134.45234441757202 0.0 
134.49273085594177 0.0 
134.53337621688843 0.0 
134.57506608963013 1865.0 
135.04712581634521 40534.0 
144.90141129493713 2.0 
144.93243169784546 0.0 
144.9640815258026 0.0 
144.99961686134338 0.0 
145.0374584197998 0.0 
145.07501006126404 0.0 
145.11675715446472 17552.0 
149.4630491733551 24353.0 
155.15166807174683 0.0 
155.1865701675415 0.0 
155.22435235977173 0.0 
155.26413202285767 0.0 
155.3030445575714 0.0 
155.34195852279663 7.0 
155.39299201965332 37761.0 
164.65964365005493 3644.0 
165.45018124580383 0.0 
165.4935507774353 0.0 
165.53687143325806 0.0 
165.57864594459534 0.0 
165.61657166481018 0.0 
165.65828776359558 2669.0 
166.3278033733368 40254.0 
176.0616672039032 3.0 
176.09895730018616 0.0 
176.13695812225342 0.0 
176.1763789653778 0.0 
176.21510338783264 0.0 
176.25609803199768 0.0 
176.30074977874756 17927.0 
180.74506402015686 25379.0 
186.6897783279419 0.0 
186.72246408462524 0.0 
186.753160238266 0.0 
186.78634595870972 0.0 
186.8225657939911 0.0 
186.85913348197937 5.0 
186.89798188209534 36566.0 
195.92330384254456 5536.0 
197.16094875335693 0.0 
197.1997389793396 0.0 
197.24188041687012 0.0 
197.28337979316711 0.0 
197.32721328735352 0.0 
197.36740612983704 1378.0 
197.749746799469 42031.0 
208.09315013885498 53.0 
208.1368749141693 0.0 
208.17169332504272 0.0 
208.21048951148987 0.0 
208.24671816825867 0.0 
208.283793926239 0.0 
208.32240343093872 9525.0 
210.60431790351868 34420.0 
218.82012224197388 0.0 
218.8581600189209 0.0 
218.89630603790283 0.0 
218.9339156150818 0.0 
218.9714698791504 0.0 
219.01250386238098 0.0 
219.05747604370117 28834.0 
226.73633527755737 14318.0 
230.29241132736206 0.0 
230.33360648155212 0.0 
230.3754367828369 0.0 
230.4189431667328 0.0 
230.4574155807495 0.0 
230.50009059906006 51.0 
230.559668302536 41716.0 
241.65220522880554 1353.0 
241.96651148796082 0.0 
242.0075662136078 0.0 
242.04757952690125 0.0 
242.08753561973572 0.0 
242.12728691101074 0.0 
242.1682939529419 1759.0 
242.64671230316162 42445.0 
254.46874809265137 49.0 
254.52008724212646 0.0 
254.57154846191406 0.0 
254.6272211074829 0.0 
254.6763072013855 0.0 
254.72740030288696 0.0 
254.77508926391602 9574.0 
257.43592858314514 33496.0 
266.3981864452362 0.0 
266.4385266304016 0.0 
266.4764196872711 0.0 
266.51335644721985 0.0 
266.55482840538025 0.0 
266.59602999687195 0.0 
266.64437198638916 28318.0 
274.3316984176636 14923.0 
278.4773910045624 0.0 
278.52052187919617 0.0 
278.566969871521 0.0 
278.6106171607971 0.0 
278.66628980636597 0.0 
278.72284841537476 76.0 
278.80324935913086 40665.0 
289.81200432777405 779.0 
290.03609466552734 0.0 
290.0806007385254 0.0 
290.1290285587311 0.0 
290.17231011390686 0.0 
290.21856474876404 0.0 
