# NEST version: master@992860964
# RecordingBackendASCII version: 2
sender	time_ms
4570	500.100
3224	500.400
4546	500.400
2920	500.600
4639	500.600
3138	500.700
3758	500.900
4158	501.000
3382	501.200
4215	501.300
2964	501.400
4119	501.400
4761	501.400
2718	501.500
3504	501.500
3176	501.600
3300	501.600
3910	501.700
3951	501.700
4257	501.700
3814	501.900
4553	501.900
2771	502.000
3830	502.000
4748	502.400
3646	502.500
3995	502.500
3790	502.600
4427	502.700
4382	502.800
3449	503.000
2681	503.200
2690	503.300
4799	503.300
4015	503.400
4673	503.700
4509	503.800
2990	504.000
3106	504.000
3292	504.000
3626	504.000
4826	504.300
3099	504.500
3578	504.600
4819	504.600
4145	505.100
4549	505.100
3526	505.500
3079	505.600
3580	505.600
4340	505.600
3602	505.800
4486	505.800
4419	506.000
3301	506.200
3708	506.300
3739	506.300
3203	506.500
4506	506.600
2837	506.900
4809	506.900
4665	507.000
2890	507.100
3321	507.200
3362	507.200
3226	507.400
4140	507.400
4519	507.400
2666	507.500
4369	507.500
3902	507.700
4262	507.800
4291	507.800
2919	507.900
2938	507.900
3455	508.000
2948	508.100
4732	508.100
4173	508.300
3894	508.500
3249	508.600
3703	508.600
4081	508.600
4232	508.600
4700	508.600
4712	508.900
3587	509.100
3003	509.200
2961	509.300
4491	509.300
4520	509.300
2742	509.400
4239	509.400
3044	509.500
4480	509.500
2776	509.700
3798	509.800
4626	509.800
3522	510.000
3342	510.100
4101	510.100
4108	510.100
3118	510.400
3101	510.600
3674	510.600
3530	510.700
3584	510.700
3707	510.700
3836	510.800
4444	510.800
4020	510.900
2874	511.000
4244	511.000
3941	511.100
3751	511.400
3736	511.600
4634	511.600
4359	511.700
4714	511.700
4741	511.800
3418	511.900
2862	512.000
4564	512.100
3692	512.200
3156	512.400
4200	512.500
3849	512.600
3621	512.900
4821	512.900
2864	513.000
3100	513.000
4174	513.100
4607	513.100
2953	513.300
4415	513.300
3922	513.600
3111	513.700
4299	513.800
4405	513.800
3486	514.300
3560	514.300
4515	514.300
3056	514.500
4449	514.600
3459	514.900
2781	515.000
3215	515.400
4014	515.400
4648	515.600
4280	515.700
4676	515.700
3400	515.800
2659	516.700
3082	516.900
3694	517.500
2711	517.600
2910	517.600
3307	517.700
3263	517.800
3521	517.800
4451	517.800
3781	517.900
3049	518.000
2705	518.100
3260	518.100
3952	518.400
4804	518.600
2877	519.000
3893	519.000
