# NEST version: master@992860964
# RecordingBackendASCII version: 2
sender	time_ms
5855	500.200
5583	500.700
5584	500.800
5870	501.200
5678	501.700
5474	501.800
5475	501.800
5499	501.800
5850	501.800
5740	502.200
5427	502.700
5676	503.100
5504	503.400
5777	503.400
5782	503.400
5543	503.500
5598	503.900
5660	504.000
5473	504.200
5602	504.200
5574	504.300
5424	504.400
5466	504.400
5615	504.400
5572	504.500
5805	504.600
5762	504.700
5702	505.000
5649	505.100
5737	505.200
5753	505.300
5808	505.300
5411	505.400
5456	505.400
5503	505.600
5716	505.600
5755	505.700
5467	505.800
5541	505.800
5834	505.900
5736	506.000
5458	506.100
5393	506.200
5853	506.300
5795	506.500
5522	506.600
5463	506.900
5623	506.900
5749	507.100
5557	507.200
5478	507.300
5653	507.300
5514	507.400
5642	507.800
5790	507.900
5838	508.100
5535	508.200
5715	508.200
5621	508.400
5545	508.800
5697	509.100
5751	509.900
5447	510.400
5719	510.900
5412	511.300
5657	511.500
5760	511.800
5618	513.400
5457	514.100
5585	514.600
5616	514.600
5708	514.900
5401	515.500
5614	515.800
5537	516.200
5680	516.400
5741	516.600
5397	516.700
5596	516.800
5663	517.300
5404	517.400
5417	517.800
5395	517.900
5462	518.200
5562	519.100
5716	519.300
5520	519.400
5486	519.500
5619	519.800
5641	520.000
5798	520.100
5717	520.200
5718	520.800
5561	520.900
5465	521.000
5835	521.000
5437	521.500
5658	521.600
5786	521.600
5819	521.600
5667	521.900
5864	521.900
5528	522.000
5544	522.100
5688	522.100
5759	522.300
5645	522.400
5502	522.500
5820	522.700
5859	522.700
5705	522.800
5442	522.900
5400	523.100
5720	523.100
5771	523.100
5781	523.100
5426	523.200
5651	523.200
5519	523.300
5550	523.300
5416	523.400
5727	523.400
5871	523.500
5533	523.600
5503	523.800
5470	523.900
5686	524.000
5507	524.300
5824	524.300
5468	524.400
5508	524.400
5512	524.900
5542	525.000
5476	525.800
5463	527.500
5655	528.300
5580	529.100
5495	529.300
5635	530.000
5518	531.100
5806	531.400
5687	531.800
5729	531.800
5415	531.900
5870	532.000
5574	532.500
5829	532.500
5640	532.600
5808	532.900
5451	533.100
5738	533.600
5484	534.000
5629	534.000
5494	534.200
5872	534.300
5803	534.600
5649	534.700
5394	535.100
5546	535.100
5499	535.300
5656	535.300
5624	535.900
5618	536.100
5626	536.200
5638	536.200
5501	536.300
5477	536.400
5613	536.700
5740	537.600
5849	537.700
5702	538.700
5650	538.900
5726	538.900
5483	539.100
5762	540.600
5749	541.400
5564	543.100
5773	543.200
5530	543.600
5734	546.500
5648	546.900
5788	547.000
5587	547.400
5868	547.500
5511	547.600
5456	547.800
5446	548.200
5789	548.200
5712	548.400
5597	548.500
5646	549.800
5425	550.400
5631	550.700
5713	550.800
5434	551.100
5533	551.500
5535	551.700
5820	552.200
5710	552.700
5838	553.000
5786	553.200
5545	553.500
5768	553.900
5572	554.800
5839	554.800
5815	555.100
5856	555.500
5859	555.500
5727	555.700
5790	556.900
5865	556.900
5835	557.000
5416	557.500
5767	557.600
5642	558.200
5784	558.400
5630	558.800
5638	558.800
5831	558.900
5704	559.400
5874	559.500
5765	559.800
5422	560.500
5437	561.100
5560	561.600
5435	562.400
5691	563.100
5719	563.600
5709	563.900
5398	564.800
5565	565.000
5516	565.300
5532	565.300
5419	565.400
5651	565.600
5716	565.900
5700	566.100
5680	566.200
5525	566.300
5637	566.400
5867	566.600
5514	567.200
5580	567.200
5751	567.200
5454	567.500
5592	567.500
5439	569.100
5507	569.100
5546	569.400
5655	570.300
5401	570.900
5509	570.900
5550	571.000
5520	571.200
5860	572.400
5426	572.900
5552	573.400
5584	573.500
5670	573.500
5524	574.000
5451	574.100
5486	574.200
5826	574.400
5808	574.600
5536	574.700
5466	574.800
5634	575.300
5740	575.300
5496	575.700
5750	575.700
5801	576.100
5815	576.200
5730	576.300
5490	576.400
5686	576.600
5787	576.700
5468	577.000
5598	577.200
5727	577.200
5421	577.300
5567	577.300
5511	577.700
5531	577.700
5642	577.900
5616	578.300
5825	578.400
5583	578.500
5415	578.600
5438	578.800
5620	578.800
5681	579.000
5814	579.600
5561	579.800
5832	580.000
5578	581.600
5658	581.600
5760	582.300
5785	582.900
5534	584.000
5673	584.200
5782	584.900
