# NEST version: nest-3-microcircuit@555986536
# RecordingBackendASCII version: 2
sender	time_ms
2820	0.100
3280	0.100
4207	0.100
4214	0.100
4243	0.100
4321	0.100
2952	4.900
3091	6.500
2943	6.700
3251	7.100
4292	7.300
3274	7.500
3579	7.500
3588	7.500
2941	7.900
3699	7.900
4525	8.400
4432	8.500
4827	8.500
4519	8.600
4248	8.800
4429	8.800
2712	8.900
4729	8.900
2713	9.000
2902	9.000
3656	9.100
2898	9.300
2934	9.300
3079	9.500
3981	9.600
4129	9.600
2663	9.800
3783	9.800
4210	9.800
3154	9.900
3611	10.000
3805	10.100
4259	10.100
3548	10.400
4506	10.400
3710	10.500
4026	10.500
2784	10.600
3524	10.600
2951	10.700
3083	10.700
3624	10.700
3474	10.800
2931	10.900
4299	10.900
4353	11.000
2913	11.100
3074	11.100
3440	11.100
2840	11.300
3478	11.300
4078	11.300
4092	11.300
4499	11.300
4502	11.300
3436	11.500
3804	11.500
3198	11.600
4176	11.700
2843	11.800
4576	11.800
4161	12.000
4164	12.000
4255	12.000
3504	12.100
4652	12.100
2677	12.200
2853	12.200
3032	12.200
3817	12.200
3492	12.300
3995	12.300
4344	12.300
3674	12.400
2755	12.500
3258	12.900
3419	12.900
4484	12.900
4439	13.000
4121	13.100
3614	13.200
3798	13.200
3973	13.200
4464	13.200
2721	13.300
3170	13.300
3296	13.300
4436	13.300
3194	13.500
3391	13.600
3460	13.700
4311	14.000
3499	14.100
2726	14.200
2832	14.300
3572	14.600
3529	14.700
4783	14.700
2990	14.800
3284	14.800
4103	14.800
4008	14.900
3662	15.000
3093	15.300
3143	15.300
2946	15.800
3866	15.800
2808	16.000
3328	16.100
3193	16.400
3162	16.500
3686	16.500
2699	16.700
3454	16.800
3045	16.900
4225	16.900
2670	17.100
2865	17.300
4347	17.300
3371	17.400
3941	17.400
4362	17.500
3160	17.600
3278	17.700
3090	17.800
4336	17.900
2882	18.000
4407	18.100
3151	18.200
3543	18.300
3815	18.400
4683	18.400
3422	18.700
4832	18.700
4325	18.900
4666	18.900
3124	19.100
2975	19.200
3208	19.200
3267	19.200
3538	19.300
4117	19.300
4372	19.300
4537	19.300
3172	19.500
3845	19.500
2871	19.600
3303	19.600
3606	19.600
3291	19.700
2884	19.900
3425	19.900
3585	19.900
3999	19.900
4015	20.000
3949	20.100
4087	20.100
3562	20.200
3620	20.300
4340	20.300
3086	20.600
4671	20.700
3453	20.800
2693	21.000
2894	21.000
4607	21.000
3459	21.200
4452	21.200
3403	21.300
2698	22.000
4107	22.400
2866	22.600
3601	22.600
4530	22.700
3717	22.800
4305	22.800
4303	22.900
3098	23.000
4204	23.600
3075	23.800
4278	23.800
3899	23.900
4377	23.900
2738	24.000
3189	24.000
3135	24.100
4192	24.100
2972	24.300
2938	24.500
4682	24.500
3388	25.200
2982	25.300
4313	25.300
3173	25.500
4526	25.600
4004	25.700
3989	25.800
3764	25.900
4247	25.900
4509	25.900
4653	25.900
4777	25.900
2823	26.000
4589	26.000
2914	26.300
3559	26.300
3903	26.400
4384	26.400
4579	26.400
4678	26.500
4789	26.500
2916	26.700
3223	26.700
3404	26.700
2838	26.800
4148	26.800
4181	26.800
2868	26.900
3886	26.900
4368	26.900
3398	27.000
3424	27.000
3863	27.200
4438	27.200
3673	27.300
3754	27.300
2691	27.400
3061	27.600
3814	27.600
3967	27.800
2878	27.900
3704	27.900
2707	28.100
2729	28.100
2877	28.100
3688	28.100
3849	28.100
4048	28.100
4467	28.100
4494	28.100
2710	28.300
2981	28.300
3241	28.400
3439	28.400
4356	28.400
4797	28.600
3599	28.800
4022	28.800
2970	29.000
3805	29.100
3976	29.100
3767	29.200
4157	29.200
2825	29.400
3919	29.400
2652	29.500
3309	29.500
4300	29.500
3988	29.700
4010	29.800
4664	29.800
4814	29.800
4136	30.000
2997	30.200
3497	30.200
4625	30.200
4775	30.300
3103	30.400
4096	30.400
4732	30.400
2678	30.500
3176	30.500
4699	30.500
3217	30.600
3476	30.600
3713	30.600
4126	30.600
2945	30.700
3100	30.700
3428	30.700
3639	30.700
4654	30.700
3751	30.800
3769	30.800
4425	30.800
3394	30.900
3434	30.900
3473	30.900
3567	31.000
4612	31.000
4659	31.000
4723	31.000
2963	31.100
3003	31.100
4619	31.100
3128	31.200
4616	31.200
3115	31.300
3796	31.300
4256	31.400
4265	31.400
3682	31.500
3740	31.600
3535	31.700
3293	31.800
4480	31.900
3070	32.100
3290	32.300
4080	32.300
2683	32.400
4392	32.400
4710	32.500
3858	32.600
4257	32.700
3923	33.000
3395	33.200
3099	33.500
3600	33.600
3373	33.800
4779	33.800
2737	33.900
3306	34.000
3683	34.000
4669	34.800
2971	35.100
4395	35.100
4468	35.100
2697	35.200
3365	35.500
3200	35.600
3832	35.700
4124	35.700
3168	35.800
3795	36.200
3158	36.300
3207	36.300
4221	36.400
4082	36.500
4807	36.700
4351	36.800
4079	37.300
4776	38.200
2807	38.400
4197	38.500
3470	38.900
2771	39.300
4458	39.300
4490	39.400
3046	39.500
4013	39.600
3310	39.700
3896	39.800
4102	39.900
3127	40.300
3962	40.400
4353	40.400
3950	40.500
3264	40.600
3799	40.600
4236	40.600
3966	40.800
3026	41.000
3968	41.000
4075	41.200
4025	41.700
2842	42.000
3674	42.000
3092	42.100
3574	42.200
3549	42.300
3932	42.300
3935	42.300
3618	42.500
3686	42.500
4792	42.500
2718	42.600
4670	42.700
3377	42.800
4567	42.900
3033	43.000
3067	43.000
3411	43.000
3066	43.300
3238	43.500
3490	43.600
4528	43.800
