# NEST version: master@992860964
# RecordingBackendASCII version: 2
sender	time_ms
6669	500.100
6114	501.100
6361	502.200
6186	503.400
6155	503.800
6328	507.400
6213	508.000
6797	508.400
6535	509.900
6238	510.200
6101	511.000
7044	511.400
7004	512.000
7238	512.200
6568	513.500
6642	513.600
7248	514.500
7401	514.800
7160	515.500
7243	515.600
7212	517.700
6972	519.800
6793	521.000
6430	521.300
7108	521.500
6824	521.800
7048	521.800
6310	522.300
6027	522.800
7028	522.800
6559	523.400
6011	524.100
6687	524.200
6378	524.800
7005	524.800
6767	525.200
6799	528.400
6598	528.600
6664	529.200
6640	529.300
6218	530.200
6291	530.200
6212	531.100
7044	531.800
7320	531.800
7109	532.300
5994	535.100
6262	535.900
6247	536.200
7266	539.700
6363	540.400
7337	541.500
7336	542.800
6999	545.900
7332	546.200
6274	546.500
6250	546.700
6661	546.700
6608	547.200
6359	547.400
6938	547.500
5985	548.100
6648	549.000
7055	549.200
7098	549.200
7251	549.500
6414	549.800
6941	550.200
6159	550.300
7303	550.500
6921	551.300
7399	551.900
6273	554.500
7168	558.000
7319	558.500
6970	562.100
6423	563.500
6959	563.600
6378	564.300
7310	564.600
6158	565.100
6878	565.400
7362	567.100
6770	567.400
7270	567.500
6687	567.700
6975	569.000
6598	569.100
6446	569.300
6336	570.500
7280	570.500
6734	571.500
7172	572.200
6582	572.900
6306	573.400
6136	575.000
6090	578.300
6947	578.300
6454	578.700
6368	578.900
6098	579.800
6724	580.000
6503	580.900
7220	581.900
6804	585.400
5985	587.400
7181	589.500
6524	590.200
7207	592.200
7217	592.900
6171	593.100
6087	593.600
6146	593.800
6300	594.500
6095	595.000
6279	595.300
6874	595.300
6055	595.400
6615	595.400
7139	595.500
6853	596.300
6042	596.600
6948	596.800
7339	597.000
6363	597.700
7320	597.700
6000	597.800
7185	598.700
6163	606.700
6964	607.000
6478	609.300
7005	609.600
6865	610.500
6310	610.600
6598	613.800
6481	614.800
6833	615.100
7248	616.000
7012	616.900
6996	617.300
6569	617.800
7163	618.300
6333	618.400
6616	618.600
7333	618.600
6554	619.300
6822	620.200
6955	620.200
6408	621.100
6724	622.400
6541	625.300
6246	625.400
7153	627.500
7198	627.700
6999	628.000
6359	628.200
